date,address,floor,houseType,age,twPing,bedRoom,livingRoom,restRoom,balcony,ratioOfPublicArea,price,pricePerTwPing
2020-10-29,興隆路二段２１７巷８之７號五樓,5,電梯大樓,27,12.39947545089,1,1,1,2,0.3569163210539155,7300000.0,178092.0
2020-11-05,和平東路四段６５巷７７弄１號,4,透天,36,53.15530193292,5,4,3,2,0.034771226951969,24500000.0,139426.0
2018-03-09,興隆路三段１９２巷２弄２９號八樓,8,華廈,3,13.31302548411,1,1,1,0,0.368552601681436,9000000.0,204499.0
2018-03-21,興隆路三段１９２巷２弄３１號二樓,2,華廈,3,13.17387547905,1,1,1,0,0.3724454649827784,7970000.0,183008.0
2018-03-17,興隆路三段１９２巷２弄３３號四樓,4,華廈,3,30.52527611001,3,2,1,2,0.3961946288772173,19500000.0,193242.0
2018-04-28,興隆路三段１９２巷２弄３１號三樓,3,華廈,3,13.31302548411,1,1,1,0,0.368552601681436,8230000.0,187003.0
2020-10-17,和平西路三段１９７號,1,公寓,50,27.16752598791,0,1,1,0,0.0,24380000.0,271462.0
2020-11-11,延平北路二段２４２號九樓,9,電梯大樓,41,34.78447626489,3,0,3,1,0.1953213322897644,15500000.0,134794.0
2020-11-04,西藏路５４４號五樓,5,公寓,44,24.14857587813,4,1,2,2,0.1558311411749968,8500000.0,106476.0
2020-11-07,開封街二段６６之４號十二樓之３,12,電梯大樓,28,10.89302539611,0,1,1,2,0.4448764232157734,5780000.0,160511.0
2020-10-21,武成街２８巷７號,1,公寓,39,23.961025871310003,2,1,1,0,0.0200732230778943,8200000.0,103522.0
2020-10-26,復興北路１９０巷１號二樓,2,電梯大樓,37,29.63895107778,3,2,1,2,0.278526229842825,21300000.0,217391.0
2020-11-07,民生東路一段２６號五樓,5,電梯大樓,17,13.06195047498,2,1,1,0,0.3283927744326076,11300000.0,261695.0
2020-10-31,建國北路三段８１巷１８號三樓,3,公寓,46,30.107826094830003,3,2,2,2,0.1216718577313372,15000000.0,150708.0
2020-10-29,內湖路二段６５號四樓,4,公寓,45,29.50282607283,3,2,1,2,0.1393417410027684,15500000.0,158925.0
2020-11-24,龍江路２４３巷１８號,1,公寓,54,22.21257580773,2,1,1,0,9.676463785375188e-17,22000000.0,299605.0
2020-11-21,文德路２１０巷３０弄９２號三樓,3,公寓,40,29.666176078770004,4,0,4,2,0.2004690527174468,14700000.0,149893.0
2020-10-30,金龍路８５號七樓,7,華廈,22,28.27467602817,3,2,2,2,0.391034556542206,20200000.0,216112.0
2020-09-25,金龍路２２２巷１６號四樓之１,4,電梯大樓,30,5.6567502057,1,1,1,1,0.2401069518716576,3400000.0,181818.0
2020-11-09,瑞光路６之１號四樓,4,華廈,9,28.09015102146,0,0,0,1,0.4892311005815206,12500000.0,134611.0
2020-10-11,延壽街３３０巷９號三樓之１,3,華廈,31,37.46160136224,3,2,2,2,0.3695090439276486,26600000.0,214793.0
2020-11-19,三民路１３６巷６４號三樓,3,公寓,51,30.470826108030003,3,2,2,0,0.0,18000000.0,178696.0
2020-11-08,中坡北路９２號四樓之３,4,華廈,27,13.13455047762,2,1,1,1,0.3678028558268079,9380000.0,216029.0
2020-11-07,八德路四段２０４巷６弄２２號四樓,4,公寓,48,31.29665113806,3,2,2,0,0.0,16880000.0,163155.0
2020-10-17,吉利街２５７巷３弄１２號二樓,2,公寓,46,18.15302566011,3,2,1,0,0.0,7000000.0,116647.0
2020-11-10,新興路１５８巷４０號二樓,2,公寓,42,27.95402601651,3,2,1,2,0.136998160372254,8500000.0,91981.0
2020-11-25,仰德大道三段２５０巷１１弄２５號,2,透天,41,59.01472714599,4,3,2,2,0.0279358244912604,5000000.0,25629.0
2020-11-01,德行東路７４巷３弄３號,1,公寓,50,20.83922575779,3,2,1,0,0.0,15880000.0,230512.0
2020-11-01,石牌路二段３１５巷３４弄２３之１號三樓,3,公寓,42,39.60330144012,4,2,2,2,0.1822487014970973,11700000.0,89368.0
2020-11-14,福德路３１巷１１號四樓之１,4,華廈,11,10.54515038346,1,1,1,1,0.4741824440619621,9500000.0,272519.0
2020-11-15,木柵路一段６８之３號二樓,2,華廈,18,24.85642590387,0,1,1,2,0.3255446026530363,14280000.0,173786.0
2020-11-18,門街８１巷３１號四樓,4,公寓,45,14.840650539660002,1,2,1,2,0.1789645332246229,9000000.0,183449.0
2020-11-07,承德路三段２４７巷１２號五樓之７,5,華廈,15,8.875350322740001,0,1,1,1,0.4638718473074302,6600000.0,224949.0
2020-09-28,華亭街３６之３號,1,電梯大樓,13,17.55105063822,1,2,1,1,0.3688383316097898,14500000.0,249914.0
2020-11-08,重慶南路一段５７號九樓之５,9,電梯大樓,21,14.734775535810002,0,0,0,0,0.338123588585506,10830000.0,222336.0
2020-10-30,建國北路三段１１３巷７弄９號四樓,4,公寓,43,27.506326000230004,3,2,2,2,0.1057956669965908,12800000.0,140768.0
2020-11-30,成功路四段１９２號十二樓之１,12,電梯大樓,7,26.108775949410003,0,1,1,2,0.4228942185146565,20260001.0,234735.0
2020-11-17,內湖路一段６７１號四樓,4,公寓,45,24.49947589089,2,2,1,2,0.0922336090875416,9000000.0,111125.0
2020-10-11,瑞光路２５３巷２０號四樓,4,華廈,39,30.42545110638,3,2,1,2,0.3314774309007755,16500000.0,164049.0
2020-11-15,松江路１５２號十樓,10,電梯大樓,46,15.75420057288,0,1,1,0,0.2192780337941628,12680000.0,243472.0
2020-10-26,中山北路二段１２８巷６弄５號四樓之１１,4,華廈,46,8.60310031284,1,0,1,0,0.1754571026722925,5600000.0,196906.0
2020-11-05,長春路２０６之１號十二樓,12,電梯大樓,40,30.289326101430003,3,2,2,2,0.4041745730550286,21500000.0,214721.0
2020-10-16,內湖路二段１０３巷１００弄５號地下之２２,-1,華廈,27,18.14697565989,4,2,2,0,0.2522087014502417,8880000.0,148025.0
2020-11-09,建國北路二段３巷１５號二樓之１７,2,華廈,31,17.932200652080002,1,2,1,2,0.4510796221322537,12500000.0,210864.0
2020-11-25,忠孝東路六段２８５號十二樓之３,12,廠辦,16,11.34677541261,0,0,0,1,0.4273527059450813,8800000.0,234604.0
2020-11-11,南京東路五段１６０號十樓之１,10,電梯大樓,39,42.534526546710005,4,2,2,2,0.2624279923191808,30500000.0,216912.0
2020-11-12,虎林街１２０巷１２０號五樓之３,5,華廈,17,24.02455087362,3,1,1,1,0.4058171745152354,18000000.0,226643.0
2020-10-12,民權東路三段１０６巷１３號三樓,3,華廈,38,67.45447745289,3,1,2,2,0.1542221624288085,60000000.0,269070.0
2020-11-14,成福路２０６巷１４號四樓,4,華廈,33,39.210051425820005,3,2,2,2,0.1934115105693565,23912000.0,184478.0
2020-09-26,延吉街２３巷３號四樓,4,公寓,56,18.09857565813,2,1,1,0,0.0,9300000.0,155440.0
2020-09-30,安和路一段１１０號十樓,10,電梯大樓,46,45.13300164120001,4,2,2,2,0.2180965147453084,38000000.0,254692.0
2020-10-06,雲和街８６號五樓,5,公寓,42,44.42515161546,4,2,2,2,0.1245403785918562,27400000.0,186572.0
2020-11-14,建國南路一段３０７巷５號八樓,8,電梯大樓,36,32.05592616567,3,2,2,2,0.1069170519958479,27550000.0,259979.0
2020-10-10,新生南路三段６０巷１之１號,2,公寓,53,45.550451656380005,6,2,2,2,0.1558639925620933,31200000.0,207199.0
2020-11-04,承德路四段８０巷２５號四樓,4,公寓,44,31.496301145320004,2,2,1,2,0.0989243180945064,10000000.0,96043.0
2020-11-16,石牌路二段３１５巷１６弄１號,1,公寓,42,46.60315169466,3,2,2,0,0.084317798260418,21500000.0,139556.0
2020-11-20,大東路１３號五樓之１,5,公寓,46,9.08407533033,4,2,2,0,0.0,3830606.0,127559.0
